title,code,location,price,characteristics,img
Arriendo de Apartamento en Medellín,AA-74163," Loma del indio, Medellín",$2.500.000,57 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-74162," Loma de san julián, Medellín",$5.200.000,101 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-74162-1.jpg
Arriendo de Apartamento en Medellín,AA-74159," Loma de san julián, Medellín",$5.100.000,94 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-74159-1.jpg
Arriendo de Apartamento en Medellín,AA-74156," Lalinde, Medellín",$7.000.000,114 Metros|- Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-74156-1.jpg
Arriendo de Apartamento en Medellín,AA-74152," Santa margarita, Medellín",$800.000,47 Metros|1 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-74145," La asomadera, Medellín",$6.800.000,220 Metros|4 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-74140," Los colores, Medellín",$3.100.000,100 Metros|- Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-74139," Los colores, Medellín",$3.100.000,100 Metros|- Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-74135," Castropol, Medellín",$4.800.000,120 Metros|4 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-74134," El tesoro, Medellín",$8.000.000,380 Metros|5 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-74130," El tesoro, Medellín",$6.000.000,150 Metros|4 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-74130-1.jpg
Arriendo de Apartamento en Medellín,AA-73052," Laureles, Medellín",$2.200.000,50 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73052-1.jpg
Arriendo de Apartamento en Medellín,AA-73051," Laureles, Medellín",$2.400.000,50 Metros|1 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73051-1.jpg
Arriendo de Apartamento en Medellín,AA-73050," Laureles, Medellín",$2.300.000,45 Metros|1 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73043," Laureles, Medellín",$2.200.000,50 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73042," Laureles, Medellín",$2.300.000,50 Metros|1 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73041," Laureles, Medellín",$2.300.000,45 Metros|1 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73039," Laureles, Medellín",$2.200.000,50 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73038," Laureles, Medellín",$2.300.000,50 Metros|1 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73037," Laureles, Medellín",$2.300.000,45 Metros|1 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73037-1.jpg
Arriendo de Apartamento en Medellín,AA-73035," Laureles, Medellín",$2.300.000,55 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73035-1.jpg
Arriendo de Apartamento en Medellín,AA-73034," Laureles, Medellín",$2.400.000,50 Metros|1 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73034-1.jpg
Arriendo de Apartamento en Medellín,AA-73033," Laureles, Medellín",$2.300.000,40 Metros|1 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73033-1.jpg
Arriendo de Apartamento en Medellín,AA-73031," Laureles, Medellín",$2.200.000,50 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73031-1.jpg
Arriendo de Apartamento en Medellín,AA-73030," Laureles, Medellín",$2.300.000,50 Metros|1 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73030-1.jpg
Arriendo de Apartamento en Medellín,AA-73029," Laureles, Medellín",$2.300.000,45 Metros|1 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73029-1.jpg
Arriendo de Apartamento en Medellín,AA-73026," Laureles, Medellín",$2.300.000,45 Metros|1 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73026-1.jpg
Arriendo de Apartamento en Medellín,AA-73025," Laureles, Medellín",$2.300.000,50 Metros|1 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73025-1.jpg
Arriendo de Apartamento en Medellín,AA-73023," Laureles, Medellín",$2.200.000,50 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73023-1.jpg
Arriendo de Apartamento en Medellín,AA-68414," La candelaria, Medellín",$1.500.000,58 Metros|1 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-68414-1.jpg
Arriendo de Apartamento en Medellín,AA-74108," San lucas, Medellín",$18.000.000,280 Metros|- Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-74108-1.jpg
Arriendo de Apartamento en Medellín,AA-74101," Loma del indio, Medellín",$2.900.000,57 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-74101-1.jpg
Arriendo de Apartamento en Medellín,AA-69940," El velódromo, Medellín",$3.500.000,84 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-69940-1.jpg
Arriendo de Apartamento en Medellín,AA-62080," Parque poblado, Medellín",$4.000.000,78 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-62080-1.jpg
Arriendo de Apartamento en Medellín,AA-59508," La castellana, Medellín",$3.300.000,100 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-74057," Castropol, Medellín",$4.100.000,109 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-74052," Castropol, Medellín",$4.400.000,61 Metros|3 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-74056," Loma del indio, Medellín",$2.800.000,80 Metros|2 Baños|4 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-74056-1.jpg
Arriendo de Apartamento en Medellín,AA-74051," Barrio cristóbal, Medellín",$1.500.000,90 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-74051-1.jpg
Arriendo de Apartamento en Medellín,AA-73450," Ciudad del rio, Medellín",$5.000.000,95 Metros|3 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73450-1.jpg
Arriendo de Apartamento en Medellín,AA-74045," Altos del poblado cola del zorro, Medellín",$10.000.000,100 Metros|3 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-74045-1.jpg
Arriendo de Apartamento en Medellín,AA-74035," Las lomas, Medellín",$4.600.000,136 Metros|3 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-74035-1.jpg
Arriendo de Apartamento en Medellín,AA-74028," Loma del indio, Medellín",$2.500.000,57 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-74028-1.jpg
Arriendo de Apartamento en Medellín,AA-74019," Los balsos, Medellín",$4.800.000,154 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-74013," Calasanz, Medellín",$2.800.000,75 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-74009," Las lomas, Medellín",$4.800.000,149 Metros|4 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-74006," San bernardo, Medellín",$2.600.000,110 Metros|3 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-74006-1.jpg
Arriendo de Apartamento en Medellín,AA-62542," Calasanz, Medellín",$1.900.000,80 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-62542-1.jpg
Arriendo de Apartamento en Medellín,AA-73994," El tesoro, Medellín",$12.000.000,198 Metros|4 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73994-1.jpg
Arriendo de Apartamento en Medellín,AA-59829," Ciudad del rio, Medellín",$3.350.000,78 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-70151," Calasanz, Medellín",$2.700.000,61 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72373," La candelaria, Medellín",$1.600.000,58 Metros|1 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73997," La loma de los bernal, Medellín",$2.700.000,68 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73980," El tesoro, Medellín",$7.000.000,109 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73977," San lucas, Medellín",$7.000.000,135 Metros|- Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73956," Las lomas, Medellín",$4.000.000,120 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73956-1.jpg
Arriendo de Apartamento en Medellín,AA-73950," Provenza, Medellín",$3.800.000,94 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73950-1.jpg
Arriendo de Apartamento en Medellín,AA-73949," Lorena, Medellín",$2.200.000,45 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73949-1.jpg
Arriendo de Apartamento en Medellín,AA-73947," Castropol, Medellín",$5.000.000,95 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-67949," Castropol, Medellín",$4.500.000,100 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73942," Altos del poblado cola del zorro, Medellín",$4.500.000,84 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73927," Bombona, Medellín",$2.500.000,110 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73921," Altos del poblado cola del zorro, Medellín",$6.100.000,111 Metros|3 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73919," Loma de los parra, Medellín",$3.200.000,60 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73917," Los balsos, Medellín",$9.500.000,214 Metros|5 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73917-1.jpg
Arriendo de Apartamento en Medellín,AA-73916," El velódromo, Medellín",$3.200.000,92 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73916-1.jpg
Arriendo de Apartamento en Medellín,AA-73891," Castropol, Medellín",$4.500.000,88 Metros|3 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73891-1.jpg
Arriendo de Apartamento en Medellín,AA-73906," Laureles, Medellín",$3.450.000,85 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-69273," Santa maría de los ángeles, Medellín",$3.000.000,68 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73882," Castropol, Medellín",$6.000.000,102 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73892," Los conquistadores, Medellín",$3.300.000,150 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73888," Simón bolívar, Medellín",$3.200.000,82 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73885," El tesoro, Medellín",$3.200.000,59 Metros|2 Baños|1 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73866," Laureles, Medellín",$5.000.000,118 Metros|3 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73866-1.jpg
Arriendo de Apartamento en Medellín,AA-73864," Guayabal, Medellín",$5.000.000,75 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73864-1.jpg
Arriendo de Apartamento en Medellín,AA-73862," Las palmas, Medellín",$3.500.000,78 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73862-1.jpg
Arriendo de Apartamento en Medellín,AA-73861," Las palmas, Medellín",$3.400.000,78 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73860," Provenza, Medellín",$9.000.000,188 Metros|5 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-69711," Laureles, Medellín",$3.900.000,74 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-60987," La visitacion los gonzalez, Medellín",$4.000.000,74 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73853," La mota, Medellín",$2.500.000,105 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73851," El campestre la frontera, Medellín",$2.800.000,80 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73842," Ciudad del rio, Medellín",$3.700.000,72 Metros|3 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73842-1.jpg
Arriendo de Apartamento en Medellín,AA-73833," El tesoro, Medellín",$5.500.000,120 Metros|3 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73833-1.jpg
Arriendo de Apartamento en Medellín,AA-73829," Los balsos, Medellín",$4.900.000,90 Metros|3 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73829-1.jpg
Arriendo de Apartamento en Medellín,AA-73827," La loma de los bernal, Medellín",$4.500.000,98 Metros|2 Baños|4 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73814," San joaquín, Medellín",$2.600.000,116 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73811," El tesoro, Medellín",$19.000.000,390 Metros|5 Baños|4 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73803," Loma del indio, Medellín",$2.400.000,56 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73802," Los conquistadores, Medellín",$3.000.000,120 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73793," Laureles, Medellín",$4.200.000,110 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73791," El velódromo, Medellín",$3.500.000,107 Metros|2 Baños|4 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73791-1.jpg
Arriendo de Apartamento en Medellín,AA-73776," La florida, Medellín",$10.500.000,160 Metros|5 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73776-1.jpg
Arriendo de Apartamento en Medellín,AA-73770," Loma del indio, Medellín",$3.900.000,80 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73770-1.jpg
Arriendo de Apartamento en Medellín,AA-73768," San lucas, Medellín",$4.900.000,122 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73761," Loma del indio, Medellín",$2.200.000,57 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73758," El tesoro, Medellín",$5.800.000,118 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73755," Laureles, Medellín",$4.000.000,80 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73738," San lucas, Medellín",$5.800.000,130 Metros|4 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73209," La loma de los bernal, Medellín",$2.300.000,56 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73715," Santa mónica , Medellín",$2.500.000,75 Metros|- Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73715-1.jpg
Arriendo de Apartamento en Medellín,AA-73692," Buenos aires, Medellín",$1.200.000,50 Metros|1 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73692-1.jpg
Arriendo de Apartamento en Medellín,AA-59974," El tesoro, Medellín",$7.200.000,150 Metros|3 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-59974-1.jpg
Arriendo de Apartamento en Medellín,AA-73691," Buenos aires, Medellín",$1.500.000,50 Metros|1 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72214," Los conquistadores, Medellín",$3.800.000,121.28 Metros|3 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73686," Los conquistadores, Medellín",$1.900.000,60 Metros|1 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73681," Prado, Medellín",$2.200.000,60 Metros|1 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73680," Boston, Medellín",$2.100.000,120 Metros|2 Baños|4 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73676," Prado, Medellín",$1.500.000,38 Metros|1 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73668," Laureles, Medellín",$3.500.000,89 Metros|3 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73668-1.jpg
Arriendo de Apartamento en Medellín,AA-73658," La calera, Medellín",$5.900.000,100 Metros|3 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73658-1.jpg
Arriendo de Apartamento en Medellín,AA-73654," Los balsos, Medellín",$7.800.000,124 Metros|4 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73654-1.jpg
Arriendo de Apartamento en Medellín,AA-73652," Castropol, Medellín",$3.500.000,85 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73634," Calasanz parte alta, Medellín",$2.200.000,66 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73633," Laureles, Medellín",$3.500.000,132 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73647," Laureles, Medellín",$5.000.000,110 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73645," Laureles, Medellín",$3.500.000,75 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73640," Castropol, Medellín",$4.400.000,73 Metros|3 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73637," Ciudad del rio, Medellín",$4.000.000,90 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73637-1.jpg
Arriendo de Apartamento en Medellín,AA-60625," La frontera campestre, Medellín",$3.800.000,76 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-60625-1.jpg
Arriendo de Apartamento en Medellín,AA-73631," San bernardo, Medellín",$2.000.000,70 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73631-1.jpg
Arriendo de Apartamento en Medellín,AA-73630," La visitacion los gonzalez, Medellín",$6.000.000,118 Metros|3 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-59621," Ciudad del rio, Medellín",$4.000.000,74 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73612," Calasanz parte alta, Medellín",$2.100.000,65 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73602," Las lomas, Medellín",$7.800.000,120 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73601," Manila, Medellín",$4.100.000,76 Metros|2 Baños|1 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
